id_editorial,editorial
5633,River City Publishing
5634,"River Junction Press, LLC"
5635,Riverbend Publishing
5636,Riverhead Books
5637,Riverhead Hardcover
5638,Riverhead Trade
5639,RiverOak Publishing
5640,"Riverrun Press (New York, NY)"
5641,Rivers Oram Press
5642,Rizzoli
5643,Rizzoli - RCS Libri
5644,Rizzoli International Publications
5645,Rli Press
5646,Roaring Brook Press
5647,Roaring Forties Press
5648,"Robert Bentley, Inc"
5649,Robert Carter
5650,Robert Hale
5651,Robert Hale & Company
5652,Robert Hale Ltd
5653,Robert Laffont
5654,Robert Reed Publishers
5655,Robert Rose
5656,Roberts Rinehart Publishers
5657,Robin Clark Ltd.
5658,Robinson
5659,Robinson Publishing
5660,Robson Books
5661,Robson Books Ltd
5662,"Robson Books, London"
5663,Roc
5664,Roc Hardcover
5665,Roc NAL (New American Library) Penguin
5666,Roc Trade
5667,Roca Editorial
5668,Rocco
5669,Rock Foundations Press
5670,Rock of Eye Press
5671,Rock Out Books
5672,Rockport Publishers
5673,Rocky Mountain Books Incorporated
5674,Rodale Books
5675,Rodale Press
5676,Rodmell Press
5677,Rogers Publishing and Consulting
5678,Roli Books
5679,Rolling Stone Press
5680,Ronin Publishing
5681,Ronin Publishing (CA)
5682,Ronsdale Press
5683,Roof Books
5684,rororo
5685,Rose International Publishing House
5686,Rose Metal Press
5687,Rose Publishing (CA)
5688,Rosemont Art Gallery Society
5689,Rosen Central
5690,Rosen Publishing Group
5691,Rosenberg Publishing
5692,"Rosettabooks, LLC"
5693,Ross House Books
5694,Roth Publishing Inc
5695,RotoVision
5696,Rough Guides
5697,Rough Guides Limited
5698,Rourke Educational Media
5699,Rourke Publishing (FL)
5700,Roussan Publishers
5701,Routledge
5702,Routledge & Kegan Paul Books
5703,Routledge Cavendish
5704,Routledge Classics
5705,Routledge Falmer
5706,"Routledge, Taylor & Francis Books Ltd. imprint"
5707,"Routledge,Taylor & Francis Books Ltd imprint"
5708,"Routledge,Taylor & Francis Books Ltd. imprint"
5709,Routledge/Curzon
5710,Routledge/Taylor & Francis Ltd.
5711,Rowman & Littlefield
5712,Rowman & Littlefield Education
5713,Rowman & Littlefield Publishers
5714,"Rowman & Littlefield Publishers, Inc."
5715,Rowohlt
5716,Rowohlt Taschenbuch
5717,Rowohlt Taschenbuch Verlag
5718,Rowohlt Taschenbuch Verlag GmbH
5719,Rowohlt Tb
5720,Rowohlt Tb.
5721,Rowohlt Verlag
5722,"Rowohlt, Reinbek"
5723,Rowohlt-Taschenbuch-Verlag
5724,Roxburg
5725,Roxbury Publishing Company
5726,Roxford Books
5727,Royal Academy Books
5728,"Royal Botanic Gardens, Kew"
5729,Royal Collection Trust
5730,Royal Historical Society
5731,Royal Society of Chemistry
5732,RP Minis
5733,Rubell Family Collection
5734,Rue Morgue Press
5735,Rufus Publications
5736,Ruminator Books
5737,Runestone Press
5738,Running Press
5739,Running Press Adult
5740,Running Press Book Publishers
5741,Running Press Kids
5742,Russell Enterprises
5743,Russell House Publishing
5744,Russell House Publishing Limited
5745,Russell Sage Foundation
5746,Rutgers Graduate School of Social Work
5747,Rutgers Univ Pr
5748,Rutgers University Press
5749,Rutledge Books
5750,Rutledge Hill Press
5751,Rux Martin/Houghton Mifflin Harcourt
5752,Ryland Peters & Small
5753,S Dot S Pub.
5754,S&t Titles
5755,S. Cadervaloo
5756,S. Fischer
5757,S. G. Phillips Incorporated
5758,S. Paul
5759,S.N.
5760,S.P.I. Books
5761,S├¡ntesis
5762,S-A Design
5763,"Saddleback Educational Publishing, Inc."
5764,SAF Publishing
5765,Sagamore Publishing
5766,Sage Publications (CA)
5767,Sage Publications Ltd
5768,Sage Publications Pvt. Ltd
5769,Sage Publications UK
5770,"Sage Publications, Inc"
5771,Sagebrush
5772,Saint Austin Press
5773,Saint Johann Press
5774,Saint Louis Abbey Press
5775,Saint Mary's Press
5776,Saint Pauls/Alba House
5777,Salamandra
5778,"Salamandra, Barcelona"
5779,Salani
5780,Salem Books
5781,Salem House Publishers
5782,Salem Press
5783,Salem Press Inc
5784,Sally Milner Publishing
5785,Salt Publishing
5786,SaltRiver
5787,Saltshaker Books
5788,Saman Publishing
5789,Same Ink
5790,Samhain
5791,Samhain Publishing
5792,Samovar Press
5793,Sams
5794,Sams Publishing
5795,Samuel French
5796,Samuel French Inc
5797,Samuel French Ltd
5798,"Samuel French, Inc."
5799,San Antonio Express-News & Corona Pub.
5800,San Diego State University Press
5801,San Francisco Chronicle
5802,San Francisco Museum of Modern Art
5803,San Val
5804,Sanai Publishing
5805,Sanctuary Publishing
5806,Sanctus Germanus Foundation
5807,SandCastle
5808,Sanskrit Classics Publishers
5809,Santa Monica Press
5810,Santillana USA Publishing Company
5811,Sapientia Press
5812,Saqi Books
5813,Sarabande Books
5814,Sarah Crichton Books
5815,SAS Institute
5816,Sasquatch Books
5817,Saturday Review Press
5818,Saunders
5819,Saur
5820,Savas Beatie
5821,Savingforcollege.com LLC
5822,Scala Arts Publishers Inc.
5823,Scala Books
5824,Scalo Publishers
5825,Scandinavia Publishing House
5826,Scarab Book Limited
5827,Scarborough House Publishers
5828,Scarecrow Press
5829,Scarletta Press
5830,Scepter Publishers
5831,Sceptre
5832,"Schaffner Press, Inc."
5833,Schiffer Publishing
5834,Schirmer Mosel
5835,Schirmer Trade Books
5836,Schirmer/Mosel
5837,Schocken
5838,Schocken Books
5839,Schocken Books Inc
5840,"Schocken Books/Random House, Inc."
5841,Scholargy Publishing
5842,"Scholarly Publishing Office, University of Michigan Library"
5843,Scholarly Resources
5844,Scholarly Title
5845,Scholars Press
5846,Scholastic
5847,Scholastic Audio Books
5848,Scholastic Book Services
5849,Scholastic Books
5850,Scholastic en Espanol
5851,Scholastic Inc
5852,Scholastic Inc.
5853,Scholastic Ltd
5854,Scholastic Nonfiction
5855,Scholastic Paperbacks
5856,Scholastic Point
5857,Scholastic Press
5858,Scholastic Professional Books
5859,Scholastic Reference
5860,Scholastic Teaching Resources (Teaching
5861,Scholastic Teaching Resources (Teaching Strategies)
5862,Scholastic Teaching Resources (Theory and Practice)
5863,Scholastic Trade
5864,"Scholastic, Inc."
5865,School of American Research Press
5866,School of Color Publications
5867,School of Color Publishing
5868,School of Colour Publications
5869,School of Islamic Sufism Maktab Tarighat Oveyssi Shahmaghsou
5870,School of Oriental & African Studies University of London
5871,School of Policy Studies Queen's University
5872,School Specialty Publishing
5873,School Zone Publishing Company
5874,Schott
5875,Schott Japan
5876,"Schr├Âder, M├╝nchen"
5877,Schroedel
5878,Schwartz & Wade
5879,Schwartz & Wade Books
5880,Schwarzkopf & Schwarzkopf
5881,Sci Fi - Arizona
5882,Science and Behavior Books
5883,Science Fiction Book Club
5884,Science History Publications/USA
5885,Science Press Inc.
5886,Scirocco Drama
5887,SCM Press
5888,Scolar Press
5889,Scribe Publications Pty Ltd.
5890,Scribner
5891,Scribner Book Company
5892,Scribner Classics
5893,Scribner Paperback Fiction
5894,Scripta Humanistica
5895,Scripture Union (UK)
5896,Scrybe Press
5897,Sea Glass Publishing
5898,Seaburn Publishing
5899,Seabury Books
5900,Seabury Press
5901,Seagull Books
5902,Seal
5903,Seal Books
5904,Seal Press
5905,Seal Press (CA)
5906,Search Institute Press
5907,Search Press
5908,Searchlight Magazine Ltd
5909,Seashell
5910,Seastar Books
5911,Seastone Press
5912,Seattle Writers' Guild
5913,Seaver Books
5914,Seaview Books
5915,Secker & Warburg
5916,Secker and Warburg
5917,Second Chance Publications
5918,Second Opinion (FL)
5919,Second Story Press
5920,Secretarius Memps Publications
5921,Section of Administrative Law and Regulatory an Bar Associat
5922,See Sharp Press
5923,Seix Barral
5924,Seix Barral. Booket
5925,Select Books (NY)
5926,Selector
5927,"Selector, S.A. de C.V."
5928,Self-Counsel Press
5929,Self-Realization Fellowship Publishers
5930,Sellers Publishing
5931,Semaphore Press
5932,Semiotext(e)
5933,Senate
5934,Sensei Publications
5935,Sensory Pub
5936,Sensory Resources
5937,Sentient Publications
5938,Sentinel
5939,Sentinel HC
5940,Septentrion/Guernica
5941,Seren
5942,Seren Books
5943,Serpents Tail
5944,Serpent's Tail
5945,Servant
5946,Servant Publications
5947,Servilibro
5948,Seuil
5949,Seven Bridges Press
5950,Seven Dials
5951,Seven Locks Press
5952,Seven Paws Press
5953,Seven Stories Press
5954,Sevenstar Communications
5955,Severn House
5956,Severn House Publishers
5957,Shadow Mountain
5958,Shake It
5959,Shakespeare-For-Today Trust
5960,Shambhala
5961,Shambhala (Boston/London)
5962,Shambhala Publications
5963,Shandler Enterprises Llc
5964,Sharon's Books
5965,Sharpe Appreciation Society
5966,Shaw
5967,Shaw Books
5968,Shawn Conners
5969,Shaye Areheart Books
5970,Shearsman Books
5971,Shearwater
5972,Sheba Feminist Press
5973,Sheed & Ward
5974,Sheep Meadow Press
5975,Sheffield Phoenix Press Ltd
5976,Sheldon Press
5977,Shens Books
5978,Shepard Publications
5979,Sher Music Co.
5980,Sheridan House
5981,Shoe String Press
5982,Shoes and Ships and Sealing Wax Ltd
5983,Sholom Aleichem Family Publications
5984,Shooting Star Press
5985,Short Books
5986,Shortland
5987,Shueisha
5988,Sidgwick & Jackson Ltd
5989,Sidran Press
5990,Siegel
5991,Sierra Club Books
5992,Sierra Club Books for Children
5993,Sierra Press
5994,Siete Cuentos
5995,Siglo XXI Ediciones
5996,Sigma Leisure
5997,"SIGMA Theta Tau International, Center for Nursing Press"
5998,Signature Books
5999,Signature Editions
6000,Signet
6001,Signet Book
6002,Signet Books
6003,Signet Books (NY)
6004,Signet Classic
6005,Signet Classics
6006,Siles Press
6007,Silhouette
6008,Silhouette  Books
6009,Silhouette Bombshell
6010,Silhouette Books
6011,Silhouette Deseo
6012,Silhouette Desire
6013,Silhouette Intimate Moments
6014,Silhouette Montana Mavericks
6015,Silhouette Romance
6016,Silhouette Special Edition
6017,Silkworm Books
6018,Silman-James Press
6019,Siloam
6020,Silver Burdett Press
6021,Silver Dolphin Books
6022,Silver Lake Publishing
6023,Silver Light Publications
6024,Silver Press
6025,Silver Spring Books
6026,Silverpeak Publishing
6027,Silverpenny Press
6028,Simon  Schuster
6029,Simon  Schuster Audio
6030,Simon  Schuster Audio/Nightingale-Conant
6031,Simon  Schuster Books for Young Readers
6032,Simon  Schuster/Paula Wiseman Books
6033,Simon & Schuster
6034,Simon & Schuster (Australia)
6035,Simon & Schuster (NY)
6036,Simon & Schuster (NYC)
6037,Simon & Schuster (Trade Division)
6038,Simon & Schuster (UK)
6039,Simon & Schuster Adult Publishing Group
6040,Simon & Schuster Aladddin Paperbacks
6041,Simon & Schuster Audio
6042,Simon & Schuster Books for Young Readers
6043,Simon & Schuster Childrens Books
6044,Simon & Schuster Children's Publishing
6045,Simon & Schuster Inc
6046,Simon & Schuster Libros en Espan╠âol
6047,Simon & Schuster Ltd
6048,Simon & Schuster Paperbacks
6049,Simon & Schuster Pocket Book
6050,Simon & Schuster Simon Pulse
6051,Simon & Schuster UK
6052,Simon & Schuster/Paula Wiseman Books
6053,Simon & Schuster; Media Tie-In edition
6054,Simon and Schuster
6055,Simon Publications
6056,Simon Pulse
6057,Simon Schuster
6058,Simon Scribbles
6059,Simon Spotlight
6060,Simon Spotlight Entertainment
6061,Simon Spotlight/Nickelodeon
6062,Simple Guides
6063,Simple Productions
6064,Simply Read Books
6065,Sinauer Associates
6066,Sinauer Associates Is an Imprint of Oxford University Press
6067,Sinclair-Stevenson
6068,Singular Publishing Group
6069,Sirius Entertainment
6070,Siruela
6071,Site Point
6072,SitePoint
6073,Six Gallery Press
6074,Sixth Books
6075,Sixth&Spring Books
6076,Skinner House Books
6077,Skira
6078,Skoob Books (GB)
6079,Sky Books (NY)
6080,Sky Publishing
6081,Skyhorse
6082,Skyhorse Publishing
6083,Skylark
6084,Skylark Books
6085,Skylight Paths Publishing
6086,Skylight Press (NY)
6087,Slab-O-Concrete Publications
6088,Slack
6089,Slack Incorporated
6090,Slave Labor Graphics
6091,Slave Labor Publications (CA)
6092,Sleeping Bear Press
6093,SLG Publishing
6094,Slusa
6095,SM
6096,Small Beer Press
6097,Smart Apple Media
6098,Smart Luck Publishers
6099,Smart Pop
6100,Smart Publications
6101,SmileyBooks
6102,Smith & Daniel
6103,Smith & Kraus
6104,Smithmark Publishers
6105,Smithsonia
6106,Smithsonian
6107,Smithsonian Books
6108,Smithsonian Books (DC)
6109,Smithsonian Books/Collins
6110,Smithsonian Institution Press
6111,Smriti Books
6112,Smyth & Helwys Publishing
6113,"Smyth & Helwys Publishing, Incorporated"
6114,Snow Lion
6115,Snow Lion Publications
6116,Societas
6117,Society for Industrial and Applied Mathematics (SIAM)
6118,Society for Mining Metallurgy & Exploration
6119,Society for Promoting Christian Knowledge
6120,Society for the Advancement of Material & Process Engineering
6121,Society of American Archivists (SAA)
6122,Society of Biblical Literature
6123,Society of Biblical Literature Monograph Series
6124,Soft Skull Press
6125,Soft Skull Press/Red Rattle Books
6126,Sohnen-Moe Associates
6127,Soho Crime
6128,Soho Press
6129,Soil Science Society of America
6130,Solar Books
6131,Solaris
6132,Soli Deo Gloria Ministries
6133,Solid Ground Christian Books
6134,Solum Forlag
6135,Solution Tree
6136,SOM Publishing
6137,Sophia Institute Press
6138,Sophia Perennis et Universalis
6139,Sora Pub.
6140,Sort of Books
6141,SOS Free Stock
6142,Sound Horizons Audio-Video
6143,Sound Library
6144,Soundings
6145,Soundprints
6146,Sounds True
6147,Sourcebooks
6148,Sourcebooks Casablanca
6149,Sourcebooks Hysteria
6150,Sourcebooks Landmark
6151,South Asia Publications
6152,South End Press
6153,South End Press (Boston)
6154,South Western Educational Publishing
6155,Southbank Publishing
6156,Southern Illinois University Press
6157,Southern Methodist University Press
6158,"Southern Reprints, Papakura"
6159,Southover Press
6160,Southwater Publishing
6161,Southwest Educational Enterprises
6162,Souvenir Press
6163,Souvenir Press Ltd
6164,Sovereign Grace Publishers
6165,Sovereign Press (WI)
6166,Sovereign World
6167,Spark Notes
6168,Spark Publishing
6169,Sparkledoll Productions
6170,SparkNotes
6171,Sparrowhawk Publishing
6172,"SPC Press, Inc."
6173,Speak
6174,Speak/Puffin/Penguin Group
6175,"Special Operations Warrior Foundation/Hugh Lauter Levin Associates, Inc."
6176,Specialist Marketing International
6177,Specialty Press
6178,Specialty Press/A.D.D. Warehouse
6179,Spectra
6180,Spectra Books
6181,Spectre
6182,Spectrum
6183,Spellmount
6184,Spence Publishing Company
6185,Sphere
6186,Sphinx Publishing
6187,Spice
6188,Spiegel & Grau
6189,SPIE-International Society for Optical Engineering
6190,Spilled Candy Publication
6191,Spinifex Press
6192,Spinner Publications
6193,Spinsters Ink
6194,Spinsters Ink Books
6195,Spirit Haven
6196,Spirit That Moves Us Press
6197,Spiritual Arts Institute
6198,Spivack Program in Applied Social Research American Sociolog
6199,Spo┼éeczny Instytut Wydawniczy Znak
6200,Sporting News Publishing Co.
6201,Sports Illustrated Presents
6202,Sports Media Group
6203,Sports Publishing LLC
6204,Spotlight
6205,Spotlight (MN)
6206,Spring Creek Book Company
6207,Spring Journal Inc
6208,"Spring Journal, Inc"
6209,Spring Publications
6210,Springer
6211,Springer Publishing Company
6212,SPSS Inc.
6213,SQ Productions Inc
6214,SQP
6215,Squadron/Signal Publications
6216,Square Fish
6217,Square One Publishers
6218,St Andrews School Pto
6219,St Martins Pr
6220,St Martins Press
6221,St Martin's Press/Picador
6222,St. Anthony Messenger Press
6223,St. Augustines Press
6224,St. Augustine's Press
6225,St. Bebe's Publications
6226,St. Martin's
6227,St. Martin's Dead Letter
6228,St. Martin's Griffin
6229,St. Martin's Minotaur
6230,St. Martin's Minotaur/Dunne
6231,St. Martin's Paperback
6232,St. Martin's Paperbacks
6233,St. Martins Press
6234,St. Martin's Press
6235,St. Martins Press-3PL
6236,St. Martin's True Crime
6237,St. Vladimir's Seminary Press
6238,Stackpole Books
6239,Stagecoach Publishing
6240,Standard Publishing
6241,Standard Publishing Company
6242,Stanford Business Books
6243,Stanford General Books
6244,Stanford Law and Politics
6245,Stanford University Press
6246,"Stanford University Press (Stanford, CA)"
6247,Star Bright Books
6248,Star Trek
6249,Starburst Publishers
6250,Starcatcher Press
6251,Starfire
6252,Stargazer Publishing Company
6253,Stark House Press
6254,"Starlatch, Llc"
6255,Starscape
6256,Stata Press
6257,State House Press
6258,State University of New York Press
6259,Stationery Office Books (TSO)
6260,Staywell (CA)
6261,Stealth Press
6262,Steck-Vaughn
6263,Steerforth
6264,Steerforth Italia
6265,Steerforth Press
6266,Steidl
6267,Steidl Dap
6268,Steiner Books
6269,Steinkopff
6270,Stemmer House Publishers
6271,Stenhouse Publishers
6272,Stephan Phillips
6273,Stephens Press
6274,Sterling
6275,Sterling and Francine Clark Art Museum
6276,Sterling Point Books
6277,Sterling Publications
6278,Sterling Publishing (NY)
6279,"Sterling Publishing Co., Inc."
6280,Sterling/Chapelle
6281,Sterling/Penn
6282,Sterling/Pinwheel
6283,Sterlinghouse Publisher
6284,Sternberg Press
6285,Steve Jackson Games
6286,Stevens Publishing
6287,Stewart Tabori & Chang
6288,"Stewart, Tabori and Chang"
6289,"Stewart, Tabori, & Chang"
6290,Steyning Photo Books LLP
6291,Sticker Design (DC Comics)
6292,Stillpoint Pub
6293,Stock
6294,Stockcero
6295,Stoddart
6296,Stone Bridge Press
6297,Stonewall Inn Editions
6298,Stoneydale Press
6299,Storey Books
6300,Storey Kids
6301,Storey Publishing
6302,"Storey Publishing, LLC"
6303,Story Line Press
6304,Story Press Books
6305,Strang Communications Company
6306,Strategic Highway Research Program (Shrp)
6307,Strategy Perspective
6308,Strebor Books
6309,Stride Publications
6310,String of Beads Publications
6311,Struik Publishers
6312,Stryker-Indigo Publishing
6313,Studio
6314,Studio Foglio
6315,Subpress
6316,Subterranean Press
6317,Subway Books
6318,Sudamericana
6319,Suggitt Group Ltd
6320,Suhrkamp
6321,Suhrkamp (Frankfurt am Main)
6322,Suhrkamp Verlag
6323,Suma
6324,Suma de Letras
6325,Suma de Letras (Brasil)
6326,Suma de Letras Brasileiras
6327,"Suma de Letras, S.L."
6328,Sumach Press
6329,Summerhouse Press
6330,Summersdale Publishers
6331,Summit Books
6332,Summit Publishing Group
6333,Summit University Press
6334,Sun & Moon
6335,Sun & Moon Press
6336,Sun and Moon Press
6337,Sun Dog Press
6338,Sun Hill Rose and Briar Books
6339,Sunark Press
6340,Sunbelt Publications
6341,Sunburst
6342,"Sundance Publications, Limited"
6343,Sunset Publishing Corporation
6344,SunShine Press Publications
6345,Sunstar Press
6346,Sunstar Publishing (IA)
6347,Sunstone Press
6348,Sur Sangeet Services
6349,Surrey Books
6350,"Susaeta Publishing, Inc."
6351,Susan Hunter Publishing
6352,Susquehanna University Press
6353,Sussex Academic Press
6354,Sussex University Press
6355,Sutton
6356,Sutton Publishing
6357,Sutton Publishing Ltd
6358,Swallow Press
6359,Swan Hill Press
6360,Swedenborg Foundation Publishers
6361,Sweet & Maxwell
6362,Sweet Bay Tree Books
6363,Sweet Valley
6364,Sweetwater Press
6365,Swimware Inc.
6366,Sword & Sorcery Studio
6367,Sybex
6368,Symphony Space
6369,Symposium Press
6370,Synergy Publications
6371,Syngress Publishing
6372,Syracuse University Press
6373,Syracuse University Publications in Continuing Education
6374,Syren Book Company
6375,T&T Clark
6376,T&T Clark Int'l
6377,Tab Books
6378,Tabb House (UK)
6379,Tabor Pub.
6380,Tachyon Publications
6381,Tahrike Tarsile Qur'an
6382,Tails of Devotion
6383,Tailwater Press
6384,Talisman Books
6385,"Talisman House, Publishers"
6386,Talk Miramax Books/Hyperion Books for Children
6387,Tallfellow Press
6388,Talonbooks
6389,Tamesis Books
6390,TAN Books
6391,Tandem Library
6392,Tangerine Press
6393,Tanglewood
6394,Tantor Audio
6395,Tantor Media
6396,Tapestry Press
6397,Tapestry Press (TX)
6398,Taplinger Publ. Company
6399,Taplinger Publishing Company
6400,Tarcher
6401,Tarcher/Putnam
6402,Tarcherperigee
6403,Target Books
6404,Tarpaulin Sky Press
6405,Tarquin
6406,Taschen
6407,Taschen Deutschland
6408,Tate
6409,Tate Publishing
6410,Tate Publishing & Enterprises
6411,Tate Publishing(UK)
6412,Taunton
6413,Taunton Press
6414,Tauris Academic Studies
6415,Tauris Parke Paperbacks
6416,Taurus
6417,Taylor & Francis
6418,Taylor & Francis Group
6419,Taylor Productions Ltd
6420,Taylor Publishing Company (TX)
6421,Taylor Trade Publishing
6422,Te Neues Publishing Company
6423,TEA
6424,"Teach Services, Inc."
6425,Teach Yourself
6426,Teacher Created Materials
6427,Teacher Created Resources
6428,Teachers & Writers Collaborative
6429,Teachers College Press
6430,Teachers of English to Speakers of Other Languages Inc
6431,Teacher's Pet Publications
6432,"Teacher's Pet Publications, Inc."
6433,Teachers Pet Pubns Inc
6434,Teaching Resources
6435,Teaching Strategies
6436,Techne Press
6437,Tecnos Editorial S a
6438,Tectum
6439,Tehmenos Press
6440,Telegraph Books
6441,Tellway Publishing
6442,Temas de Hoy
6443,Temas'de Hoy
6444,Temenos Press
6445,Temple University Press
6446,Templeton Foundation Press
6447,Templeton Press
6448,Temporary Culture
6449,Tempus
6450,"Tempus Publishing, Limited"
6451,Ten Speed Pr
6452,Ten Speed Press
6453,"Ten Speed Press,U.S."
6454,Tender Buttons Books
6455,Tercera Prensa
6456,Terra Nova Books
6457,Terranova Editores
6458,Tess Press
6459,Testament
6460,Testify Books
6461,Tetra Press
6462,Texas A University Press
6463,Texas A&M University Press
6464,Texas Christian University Press
6465,Texas Review Press
6466,Texas State Historical Assn
6467,Texas Tech University Press
6468,Texas Western Press
6469,Texere Publishing
6470,Text Publishing
6471,Text Publishing Company
6472,TFH Publications
6473,"TFH Publications, Inc."
6474,Tfm Publishing
6475,Þ¼øÞ½çþñ¥
6476,Th1nk Books
6477,Thames  Hudson
6478,Thames & Hudson
6479,Thames & Hudson Ltd
6480,Thames & Hudson Ltd.
6481,Thames and Hudson
6482,Tharpa Publications
6483,That Patchwork Place
6484,Thatch Tree Publications
6485,The Arthur H. Clark Company
6486,The Banton Press
6487,The Berkley Publishing Group
6488,The Blue Sky Press
6489,"The Bobbs-Merrill Company, Inc."
6490,The Century Co
6491,The Chicken House
6492,The Crossroad Publishing Company
6493,The Crowood Press
6494,The Crowood Press UK
6495,The David Olson Company
6496,The Dial Press
6497,The Disinformation Company (NYC)
6498,The Doubleday Religious Publishing Group
6499,The Eighth Mountain Press
6500,The Feminist Press at CUNY
6501,The Greenwich Workshop Press
6502,The Guilford Press
6503,The Harvill Press
6504,The History Press
6505,The Islamic Foundation
6506,The Jewish Publication Society
6507,The Johns Hopkins University Press
6508,The Liffey Press
6509,The Lyons Press
6510,The MIT Press
6511,The Modern Library
6512,The Modern Library New York
6513,The Monacelli Press
6514,The National Archives UK
6515,The National Society For The Study Of Ed
6516,The New American Library of Canada Limited
6517,The New Press
6518,The New York Review Children's Collection
6519,The Noonday Press
6520,The O'Brien Press
6521,The Orion Publishing Group
6522,The Orion Publishing Group Ltd
6523,The Overlook Press
6524,The Printshop of St Job of Pochaev
6525,The Putnam & Grosset Group
6526,The Putnam Publishing Group
6527,The Trilateral Commission
6528,The University of North Carolina Press
6529,The University Of Notre Dame Press
6530,The University of Wisconsin Press
6531,The Vendome Press for Universe
6532,The Viking Press
6533,The Viking Press/Penguin Books Ltd.
6534,The Well-Trained Mind Press
6535,Theatre Communications Group
6536,Theo Press
6537,Theory and Practice
6538,Theotokos Books
6539,Therapy Skill Builders
6540,Theses & Dissertations Press
6541,Þï▒µûçµ╝óÞü▓Õç║þëêÞéíõ╗¢µ£ëÚÖÉÕà¼ÕÅ©
6542,Thieme
6543,Thimble Press
6544,Think
6545,Thinkers' Press
6546,Third Millennium
6547,Third Millennium Publishing
6548,Third Side Press
6549,Third World Press
6550,þÖ¢µ│ëþñ¥
6551,ÞºÆÕÀØµø©Õ║ù (Kadokawa Shoten)
6552,Thoemmes
6553,Thoemmes Continuum
6554,Thoemmes Press
6555,Thomas Cook Publishing
6556,Thomas Dunne Books
6557,Thomas Nelson
6558,Thomas Nelson and Sons Ltd.
6559,Thomas Nelson Inc
6560,Thomas Nelson Publishers
6561,Thomas Publications (PA)
6562,Thomas Telford Publishing
6563,Thomas Y. Crowell
6564,Thomas Y. Crowell & Company (NYC)
6565,Thomas Y. Crowell Company
6566,Thompson Educational Publishing
6567,Thompson Peak Publishing
6568,Thomson Brooks/Cole
6569,Thomson Carswell
6570,Thomson South-Western
6571,Thomson West
6572,Thorndike Press
6573,Thorsons
6574,Thorsons Publishers
6575,Thoth Publications
6576,Thousand Petals Publishing
6577,Three Continents Press
6578,Three Dog Press
6579,Three Forks
6580,Three Rivers Press
6581,Three Rivers Press (CA)
6582,Threshold Books
6583,Threshold Editions
6584,Through the Bible Publishers
6585,Þü»þÂôÕç║þëêõ║ïµÑ¡Þéíõ╗¢µ£ëÚÖÉÕà¼ÕÅ©
6586,þÜçÕåáµûçÕîûÕç║þëêµ£ëÚÖÉÕà¼ÕÅ©
6587,Thunder Bay Press
6588,Thunder Bay Press (CA)
6589,Thunder Bay Press (MI)
6590,Thunder's Mouth Press
6591,Thunder's Mouth Press Books
6592,Tia Chucha
6593,Ticknor & Fields
6594,Tiger Eye Press
6595,Tiger Tales.
6596,Tilbury House Publishers
6597,Timber Press
6598,Timber Press (OR)
6599,Time Being Books
6600,Time Life
6601,Time Life Books
6602,Time Life Medical
6603,Time Out
6604,Time Out Guides
6605,Time Out Guides Ltd
6606,Time Warner
6607,Time Warner AudioBooks
6608,TIme Warner Books
6609,Time Warner Books UK
6610,Time Warner Paperbacks
6611,Timeless Texts
6612,Time-Life Books
6613,"Time-Life Books, Inc."
6614,Times Books
6615,Times Books(NY)
6616,Timun Mas
6617,Tin House Books
6618,Tin House Magazine
6619,Tinder Press
6620,Tiny Ripple Books
6621,Titan
6622,Titan Books
6623,Titan Books (UK)
6624,Toby Press
6625,Todtri Productions
6626,TokyoPop
6627,Tom Doherty
6628,Tom Doherty Associates
6629,Tom Doherty Associates/Orb Books
6630,Tom Doherty Tor Fantasy
6631,Tom Kelly
6632,Tomart Publications
6633,Tommy Nelson
6634,Tomo
6635,Tomorrow's Forefathers Inc
6636,Top Cow Productions
6637,Top Shelf Productions
6638,Top That! Publishing
6639,Topaz
6640,Tor
6641,Tor Books
6642,Tor Classics
6643,Tor Fantasy
6644,Tor for Teen
6645,Tor Paranormal Romance
6646,Tor Science Fiction
6647,Tor Teen
6648,Torch Legacy Publications
6649,Torchlight Publishing
6650,Toronto International Film Festival
6651,Torquere Press
6652,Totem Books
6653,Totline Publications
6654,Touchstone
6655,Touchstone Books
6656,Touchstone/Simon & Schuster (NY)
6657,TouchWood Editions
6658,Tougher Disguises
6659,Townhouse Publishing
6660,Townsend Press
6661,TPS
6662,Tradeselect
6663,Tradewind Books
6664,Tradition Books
6665,Trafalgar Square
6666,Trafalgar Square Books
6667,Trafalgar Square Publishing
6668,Trafford Publishing
6669,Trailblazer Publications
6670,Trails Books
6671,Transaction Publishers
6672,Trans-Atlantic Publications
6673,Transcontinental Music Publications
6674,Transpress
6675,Transworld Publishers
6676,Transworld Publishers Ltd
6677,Travelers' Tales
6678,Treasure Chest Books
6679,Treasure House
6680,Treat Enterprises
6681,Trentham Books
6682,Triad/Panther
6683,Triamid Press
6684,Triarchy Press Ltd
6685,Tricycle Press
6686,Trilogy Publications
6687,Trine Day
6688,Trine Publications
6689,Trinity University Press
6690,Triple Crown Publications
6691,Triquarterly
6692,Triquarterly Books
6693,Triumph Books
6694,Triumph Books (IL)
6695,Triumph Entertainment
6696,Troll Communications
6697,Trolley Press
6698,Tropismos
6699,Trotta
6700,Troubador Publishing
6701,Troy State University Press
6702,True North Holdings
6703,Trumpeter
6704,Trustees of Columbia University
